# Selection   : patch(inlet)
# Faces       : 1369
# Area        : 1.408977e-02
# Time        	areaAverage(p)	areaAverage(U)
14.25         	5.370073e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.3          	5.366210e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.35         	5.362413e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.4          	5.358618e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.45         	5.354837e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.5          	5.351208e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.55         	5.347394e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.6          	5.343625e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.65         	5.339763e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.7          	5.336036e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.75         	5.332217e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.8          	5.328378e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.85         	5.324792e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.9          	5.321081e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
14.95         	5.317575e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15            	5.313934e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.05         	5.310378e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.1          	5.306800e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.15         	5.303116e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.2          	5.299606e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.25         	5.296130e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.3          	5.292593e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.35         	5.289109e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.4          	5.285619e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.45         	5.282187e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.5          	5.278754e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.55         	5.275225e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.6          	5.271691e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.65         	5.268234e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.7          	5.264785e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.75         	5.261398e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.8          	5.258092e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.85         	5.254684e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.9          	5.251320e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
15.95         	5.247984e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16            	5.244710e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.05         	5.241450e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.1          	5.238198e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.15         	5.234934e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.2          	5.231597e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.25         	5.228357e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.3          	5.225161e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.35         	5.221798e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.4          	5.218595e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.45         	5.215572e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.5          	5.212299e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.55         	5.209196e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.6          	5.206097e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.65         	5.202897e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.7          	5.199767e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.75         	5.196656e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.8          	5.193574e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
16.85         	5.190404e-07	(0.000000e+00 1.469717e-03 0.000000e+00)
